mes,linea,ramal,estacion,latitud,longitud
09/2018,Regionales,Regionales,"BATALLA DE SALTA",-24.741056,-65.396007
09/2018,Regionales,"Puerto Vilelas","SILVANO DANTE",-27.469680,-58.974344
09/2018,Regionales,"Puerto Vilelas",SAUCE,-27.488230,-58.953367
09/2018,Regionales,"Puerto Vilelas",SARMIENTO,-27.421170,-59.035217
09/2018,Regionales,"Puerto Vilelas","SAN MARTÍN",-27.459504,-58.985833
09/2018,Regionales,"Puerto Vilelas","S.D. CORDOBA",-27.431941,-59.017022
09/2018,Regionales,"Puerto Vilelas","RESISTENCIA ",-27.464326,-58.980367
09/2018,Regionales,"Puerto Vilelas","PUERTO VILELAS",-27.512990,-58.941164
09/2018,Regionales,"Puerto Vilelas","PUERTO TIROL",-27.373950,-59.089248
09/2018,Regionales,"Puerto Vilelas",MOSCONI,-27.500041,-58.939989
09/2018,Regionales,"Puerto Vilelas","LOS AROMOS",-27.383763,-59.091366
09/2018,Regionales,"Puerto Vilelas",HERNANDARIAS,-27.448455,-58.998337
09/2018,Regionales,"Puerto Vilelas",GUSBERTI,-27.479847,-58.962854
09/2018,Regionales,"Puerto Vilelas","GENERAL GÜEMES",-27.424359,-59.029403
09/2018,Regionales,"Puerto Vilelas","FRAY ROSSI",-27.443625,-59.003798
09/2018,Regionales,"Puerto Vilelas","CQUE. PELAYO",-27.426973,-59.023635
09/2018,Regionales,"Puerto Vilelas",COCOMAROLA,-27.477053,-58.966015
09/2018,Regionales,"Puerto Vilelas","CALLE 11",-27.440325,-59.007532
09/2018,Regionales,"Puerto Vilelas",CACUÍ,-27.415421,-59.044869
09/2018,Regionales,"Puerto Vilelas",BRASIL,-27.417402,-59.040321
09/2018,Regionales,"Puerto Vilelas",BOUVIER,-27.475401,-58.967883
09/2018,Regionales,"Puerto Vilelas",BELGRANO,-27.451756,-58.994600
09/2018,Regionales,"Puerto Vilelas",ANUNCIACION,-27.419519,-59.037082
09/2018,Regionales,"Puerto Vilelas",ALGARROBO,-27.491404,-58.949769
09/2018,Regionales,"Puerto Vilelas",ALBERDI,-27.454933,-58.991001
09/2018,Regionales,"Puerto Vilelas",ABORIGEN,-27.389487,-59.084905
09/2018,Regionales,Neuquén,"NQN CARGAS",-38.955436,-68.164667
09/2018,Regionales,Neuquén,NEUQUEN,-38.955961,-68.056860
09/2018,Regionales,Neuquén,CIPOLLETTI,-38.942032,-67.996028
09/2018,Regionales,"Entre Ríos","RAMÓN PARERA",-60.448821,-31.752568
09/2018,Regionales,"Entre Ríos",PARANÁ,-60.532263,-31.742146
09/2018,Regionales,"Entre Ríos","LA PICADA",-60.293136,-31.725594
09/2018,Regionales,"Entre Ríos","COLONIA AVELLANEDA",-60.409184,-31.756161
09/2018,Regionales,"Entre Ríos","AP. DIV DE LOS ANDES",-60.516040,-31.764211
09/2018,Regionales,"Entre Ríos","AP SALV. CAPUTTO",-60.482942,-31.769652
09/2018,Regionales,"Entre Ríos","AP MIGUEL DAVID",-60.512554,-31.768517
09/2018,Regionales,"Entre Ríos","AP LAS GARZAS",-60.504199,-31.773414
09/2018,Regionales,"Entre Ríos","AP GDOR. PARERA",-60.495354,-31.772039
09/2018,Regionales,"Entre Ríos","AP GDOR. MAYA",-60.454567,-31.751939
09/2018,Regionales,"Entre Ríos","AP F. RAMIREZ",-60.520636,-31.758356
09/2018,Regionales,"Entre Ríos","AP E. BERDÚC",-60.303008,-31.727993
09/2018,Regionales,Córdoba,"VILLA MARÍA",-32.412450,-63.244872
09/2018,Regionales,Córdoba,TOLEDO,-31.556189,-64.009488
09/2018,Regionales,Córdoba,"TIO PUJIO",-32.287932,-63.354898
09/2018,Regionales,Córdoba,"RÍO SEGUNDO",-31.653744,-63.910384
09/2018,Regionales,Córdoba,PILAR,-31.682598,-63.88529
09/2018,Regionales,Córdoba,ONCATIVO,-31.911760,-63.685212
09/2018,Regionales,Córdoba,OLIVA,-32.041476,-63.571509
09/2018,Regionales,Córdoba,MANFREDI,-31.842975,-63.745394
09/2018,Regionales,Córdoba,"LAGUNA LARGA",-31.777300,-63.802725
09/2018,Regionales,Córdoba,"JAMES CRAIK",-32.164472,-63.463593
09/2018,Regionales,Córdoba,CÓRDOBA,-31.420406,-64.174938
09/2018,Regionales,Chorotis,ZUBERBUHLER,-27.715486,-61.36511
09/2018,Regionales,Chorotis,"VENADOS GRANDES",-27.816172,-61.382146
09/2018,Regionales,Chorotis,"ROQUE SÁENZ PEÑA",-26.794485,-60.441517
09/2018,Regionales,Chorotis,"POZO DEL INDIO",-27.01282,-61.018319
09/2018,Regionales,Chorotis,"PAMPA DEL CIELO",-27.643335,-61.352920
09/2018,Regionales,Chorotis,NAPENAY,-26.731725,-60.618859
09/2018,Regionales,Chorotis,"LAS BREÑAS",-27.089828,-61.084285
09/2018,Regionales,Chorotis,"LA MASCOTA",-26.758323,-60.543446
09/2018,Regionales,Chorotis,ITIN,-27.486747,-61.326677
09/2018,Regionales,Chorotis,"HERMOSO CAMPO",-27.610276,-61.347379
09/2018,Regionales,Chorotis,"GRAL. PINEDO",-27.317973,-61.280429
09/2018,Regionales,Chorotis,"FORTÍN LAS CHUÑAS",-26.884157,-60.908642
09/2018,Regionales,Chorotis,CORZUELA,-26.955942,-60.969664
09/2018,Regionales,Chorotis,CHOROTIS,-27.916118,-61.399062
09/2018,Regionales,Chorotis,CHARATA,-27.215565,-61.192214
09/2018,Regionales,Chorotis,"CAMPO LARGO",-26.805005,-60.841501
09/2018,Regionales,Chorotis,"AVIA TERAI",-26.691096,-60.733890
09/2018,Regionales,"Alta Córdoba","SANTA MARÍA",-31.277796,-64.462617
09/2018,Regionales,"Alta Córdoba","SAN ROQUE",-31.346083,-64.460729
09/2018,Regionales,"Alta Córdoba","ROD. DEL BUSTO",-31.364044,-64.220419
09/2018,Regionales,"Alta Córdoba",NARVAJA,-31.336126,-64.289426
09/2018,Regionales,"Alta Córdoba","LA TABLADA",-31.352715,-64.236777
09/2018,Regionales,"Alta Córdoba","LA CALERA",-31.343407,-64.338516
09/2018,Regionales,"Alta Córdoba","HOSPITAL NEONATAL",-31.369282,-64.211218
09/2018,Regionales,"Alta Córdoba",DUMESNILL,-31.326517,-64.332082
09/2018,Regionales,"Alta Córdoba",COSQUÍN,-31.243395,-64.467821
09/2018,Regionales,"Alta Córdoba",CASSAFFOUSTH,-31.373175,-64.441788
09/2018,Regionales,"Alta Córdoba","CASA BAMBA",-31.346608,-64.403869
09/2018,Regionales,"Alta Córdoba","BIALET MASSÉ",-31.307677,-64.463275
09/2018,Regionales,"Alta Córdoba",ARGÜELLO,-31.339730,-64.256672
09/2018,Regionales,"Alta Córdoba","ALTA CÓRDOBA",-31.398290,-64.179600
09/2018,Mitre,Zarate,ZARATE,-34.097905,-59.037828
09/2018,Mitre,Zarate,"VILLA BALLESTER",-34.550972,-58.556044
09/2018,Mitre,Zarate,"RIO LUJAN",-34.278036,-58.890318
09/2018,Mitre,Zarate,PACHECO,-34.455833,-58.620116
09/2018,Mitre,Zarate,OTAMENDI,-34.222206,-58.896551
09/2018,Mitre,Zarate,MASCHWITZ,-34.383021,-58.736269
09/2018,Mitre,Zarate,"KILOMETRO 83",-34.160627,-58.978608
09/2018,Mitre,Zarate,"J.L. SUÁREZ",-34.534112,-58.576623
09/2018,Mitre,Zarate,ESCOBAR,-34.349423,-58.795357
09/2018,Mitre,Zarate,CAMPANA,-34.156582,-58.961003
09/2018,Mitre,Zarate,BENAVIDEZ,-34.409170,-58.684761
09/2018,Mitre,Zarate,BANCALARI,-34.479665,-58.602929
09/2018,Mitre,Tigre,VIRREYES,-34.450682,-58.550700
09/2018,Mitre,Tigre,VICTORIA,-34.456153,-58.541128
09/2018,Mitre,Tigre,"VICENTE LÓPEZ",-34.524723,-58.472806
09/2018,Mitre,Tigre,TIGRE,-34.423567,-58.581728
09/2018,Mitre,Tigre,"SAN ISIDRO C",-34.472207,-58.513383
09/2018,Mitre,Tigre,"SAN FERNANDO C",-34.444338,-58.558740
09/2018,Mitre,Tigre,RIVADAVIA,-34.536520,-58.468032
09/2018,Mitre,Tigre,RETIRO,-34.590703,-58.374880
09/2018,Mitre,Tigre,OLIVOS,-34.507713,-58.480663
09/2018,Mitre,Tigre,NUÑEZ,-34.547833,-58.463149
09/2018,Mitre,Tigre,MARTÍNEZ,-34.488534,-58.496580
09/2018,Mitre,Tigre,"LA LUCILA",-34.497597,-58.488446
09/2018,Mitre,Tigre,"L. DE LA TORRE",-34.562529,-58.436711
09/2018,Mitre,Tigre,CARUPÁ,-34.436917,-58.568231
09/2018,Mitre,Tigre,"BELGRANO C",-34.558801,-58.448944
09/2018,Mitre,Tigre,BÉCCAR,-34.460804,-58.526543
09/2018,Mitre,Tigre,ACASSUSO,-34.480068,-58.503838
09/2018,Mitre,Suárez,"VILLA BALLESTER",-34.551161,-58.555826
09/2018,Mitre,Suárez,"SAN MARTÍN",-34.573419,-58.531957
09/2018,Mitre,Suárez,"SAN ANDRÉS",-34.563564,-58.540660
09/2018,Mitre,Suárez,RETIRO,-34.590703,-58.374880
09/2018,Mitre,Suárez,PUEYRREDÓN,-34.580496,-58.501898
09/2018,Mitre,Suárez,"MINISTRO CARRANZA",-34.575273,-58.433744
09/2018,Mitre,Suárez,MIGUELETE,-34.581071,-58.517079
09/2018,Mitre,Suárez,MALAVER,-34.557372,-58.547932
09/2018,Mitre,Suárez,L.M.DRAGO,-34.568417,-58.478991
09/2018,Mitre,Suárez,"J.L. SUÁREZ",-34.534848,-58.575847
09/2018,Mitre,Suárez,"GENERAL URQUIZA",-34.574712,-58.487839
09/2018,Mitre,Suárez,COLEGIALES,-34.572974,-58.448253
09/2018,Mitre,Suárez,CHILAVERT,-34.542232,-58.566917
09/2018,Mitre,Suárez,"BELGRANO R",-34.568050,-58.461808
09/2018,Mitre,Suárez,"3 DE FEBRERO",-34.571748,-58.424982
09/2018,Mitre,Mitre,SAAVEDRA,-34.554073,-58.487063
09/2018,Mitre,Mitre,RETIRO,-34.590703,-58.374880
09/2018,Mitre,Mitre,MITRE,-34.515027,-58.489236
09/2018,Mitre,Mitre,"MINISTRO CARRANZA",-34.575273,-58.433744
09/2018,Mitre,Mitre,"JUAN B. JUSTO",-34.542550,-58.494657
09/2018,Mitre,Mitre,FLORIDA,-34.530474,-58.494456
09/2018,Mitre,Mitre,"DR. CETRÁNGOLO",-34.523088,-58.49413
09/2018,Mitre,Mitre,COLEGIALES,-34.572974,-58.448253
09/2018,Mitre,Mitre,COGHLAN,-34.565260,-58.475348
09/2018,Mitre,Mitre,"BELGRANO R",-34.568050,-58.461808
09/2018,Mitre,Mitre,"3 DE FEBRERO",-34.571748,-58.424982
09/2018,Mitre,"Capilla del Señor",ZELAYA,-34.370187,-58.869156
09/2018,Mitre,"Capilla del Señor",VICTORIA,-34.456491,-58.540489
09/2018,Mitre,"Capilla del Señor",MATHEU,-34.382860,-58.829650
09/2018,Mitre,"Capilla del Señor","MAQ. SAVIO",-34.406913,-58.771933
09/2018,Mitre,"Capilla del Señor","LOS CARDALES",-34.330977,-58.987203
09/2018,Mitre,"Capilla del Señor","LOPEZ CAMELO",-34.447179,-58.676828
09/2018,Mitre,"Capilla del Señor",GARIN,-34.421623,-58.736540
09/2018,Mitre,"Capilla del Señor","EL TALAR",-34.462964,-58.645619
09/2018,Mitre,"Capilla del Señor","DR. A. SCHWEITZER",-34.471097,-58.572383
09/2018,Mitre,"Capilla del Señor","CAPILLA DEL SEÑOR",-34.287138,-59.101585
09/2018,"Larga Distancia",Tucumán,ZARATE,-34.097911,-59.037755
09/2018,"Larga Distancia",Tucumán,TUCUMÁN,-26.819074,-65.210717
09/2018,"Larga Distancia",Tucumán,"SAN PEDRO",-33.694564,-59.682631
09/2018,"Larga Distancia",Tucumán,"SAN NICOLAS",-33.344348,-60.226263
09/2018,"Larga Distancia",Tucumán,"ROSARIO SUR",-33.009311,-60.650274
09/2018,"Larga Distancia",Tucumán,"ROSARIO NORTE",-32.930553,-60.657347
09/2018,"Larga Distancia",Tucumán,RETIRO,-34.591178,-58.375857
09/2018,"Larga Distancia",Tucumán,RAMALLO,-33.501877,-60.067829
09/2018,"Larga Distancia",Tucumán,RAFAELA,-31.249187,-61.476577
09/2018,"Larga Distancia",Tucumán,PINTO,-29.143580,-62.657824
09/2018,"Larga Distancia",Tucumán,"LA BANDA",-27.732755,-64.239517
09/2018,"Larga Distancia",Tucumán,GÁLVEZ,-32.033331,-61.222762
09/2018,"Larga Distancia",Tucumán,"COLONIA DORA",-28.604172,-62.951999
09/2018,"Larga Distancia",Tucumán,CERES,-29.88208,-61.946638
09/2018,"Larga Distancia",Tucumán,CAMPANA,-34.156759,-58.958356
09/2018,"Larga Distancia","Rosario Norte",ZARATE,-34.097758,-59.037871
09/2018,"Larga Distancia","Rosario Norte","SAN PEDRO",-33.694459,-59.682807
09/2018,"Larga Distancia","Rosario Norte","SAN NICOLAS",-33.344233,-60.226428
09/2018,"Larga Distancia","Rosario Norte","ROSARIO SUR",-33.009153,-60.650379
09/2018,"Larga Distancia","Rosario Norte","ROSARIO NORTE",-32.929965,-60.657781
09/2018,"Larga Distancia","Rosario Norte",RETIRO,-34.591178,-58.375857
09/2018,"Larga Distancia","Rosario Norte",RAMALLO,-33.501759,-60.067993
09/2018,"Larga Distancia","Rosario Norte","EMPALME VILLA CONSTITUCION",-33.260488,-60.383433
09/2018,"Larga Distancia","Rosario Norte",CAMPANA,-34.156744,-58.958572
09/2018,"Larga Distancia","Mar del Plata",VIVORATA,-37.671167,-57.667246
09/2018,"Larga Distancia","Mar del Plata",TEMPERLEY,-34.775924,-58.396357
09/2018,"Larga Distancia","Mar del Plata",SEVIGNE,-36.205769,-57.740589
09/2018,"Larga Distancia","Mar del Plata",PARRAVACINI,-36.460516,-57.759720
09/2018,"Larga Distancia","Mar del Plata",MONASTERIO,-35.764797,-57.922746
09/2018,"Larga Distancia","Mar del Plata","MAR DEL PLATA",-37.987507,-57.566627
09/2018,"Larga Distancia","Mar del Plata",MAIPÚ,-36.865860,-57.890414
09/2018,"Larga Distancia","Mar del Plata",LEZAMA,-35.875867,-57.894313
09/2018,"Larga Distancia","Mar del Plata","LAS ARMAS",-37.091918,-57.831039
09/2018,"Larga Distancia","Mar del Plata",JEPPENER,-35.278365,-58.198035
09/2018,"Larga Distancia","Mar del Plata",GUERRERO,-35.973219,-57.849446
09/2018,"Larga Distancia","Mar del Plata","GRAL PIRAN",-37.282462,-57.777233
09/2018,"Larga Distancia","Mar del Plata","GRAL GUIDO",-36.659681,-57.791615
09/2018,"Larga Distancia","Mar del Plata",GANDARA,-35.450899,-58.093010
09/2018,"Larga Distancia","Mar del Plata",DOOMSELAR,-35.070579,-58.290181
09/2018,"Larga Distancia","Mar del Plata",DOLORES,-36.305645,-57.688487
09/2018,"Larga Distancia","Mar del Plata",CONSTITUCIÓN,-34.630170,-58.380583
09/2018,"Larga Distancia","Mar del Plata",COBO,-37.808713,-57.628176
09/2018,"Larga Distancia","Mar del Plata","CNEL VIDAL",-37.460932,-57.726724
09/2018,"Larga Distancia","Mar del Plata","CNEL BRANDSEN",-35.168719,-58.231462
09/2018,"Larga Distancia","Mar del Plata",CHASCOMUS,-35.580511,-57.981458
09/2018,"Larga Distancia","Mar del Plata",CASTELLI,-36.095508,-57.808929
09/2018,"Larga Distancia","Mar del Plata",CAMET,-37.897672,-57.602821
09/2018,"Larga Distancia","Mar del Plata",ALTAMIRANO,-35.362120,-58.150592
09/2018,"Larga Distancia","Mar del Plata","ALEJANDRO KORN",-34.981487,-58.373694
09/2018,"Larga Distancia","Mar del Plata",ADELA,-35.685520,-57.954189
09/2018,"Larga Distancia","Larga Distancia",VEDIA,-34.488786,-61.538430
09/2018,"Larga Distancia","Larga Distancia",TORNQUIST,-38.101881,-62.229299
09/2018,"Larga Distancia","Larga Distancia",SAAVEDRA,-37.763817,-62.351680
09/2018,"Larga Distancia","Larga Distancia",RUFINO,-34.260532,-62.710772
09/2018,"Larga Distancia","Larga Distancia",RETIRO,-34.589130,-58.373620
09/2018,"Larga Distancia","Larga Distancia",RAWSON,-34.610460,-60.067463
09/2018,"Larga Distancia","Larga Distancia",PIGUÉ,-37.601132,-62.411445
09/2018,"Larga Distancia","Larga Distancia",OLAVARRÍA,-36.898180,-60.316576
09/2018,"Larga Distancia","Larga Distancia",MONTE,-35.436653,-58.817665
09/2018,"Larga Distancia","Larga Distancia","MERCEDES C",-34.656678,-59.444000
09/2018,"Larga Distancia","Larga Distancia","LAS FLORES",-36.025894,-59.097046
09/2018,"Larga Distancia","Larga Distancia",JUNÍN,-34.584193,-60.949734
09/2018,"Larga Distancia","Larga Distancia","GRAL LAMADRID",-37.250640,-61.258268
09/2018,"Larga Distancia","Larga Distancia",FRANKLIN,-34.610146,-59.630018
09/2018,"Larga Distancia","Larga Distancia","CORONEL SUÁREZ",-37.460659,-61.931935
09/2018,"Larga Distancia","Larga Distancia",CONSTITUCIÓN,-34.630170,-58.380583
09/2018,"Larga Distancia","Larga Distancia",CHACABUCO,-34.629698,-60.470114
09/2018,"Larga Distancia","Larga Distancia",CASTILLA,-34.610437,-59.897433
09/2018,"Larga Distancia","Larga Distancia",CABRED,-34.487728,-59.075473
09/2018,"Larga Distancia","Larga Distancia","BAHÍA BLANCA",-38.723200,-62.254453
09/2018,"Larga Distancia","Larga Distancia",AZUL,-36.785861,-59.852828
09/2018,"Larga Distancia","Larga Distancia",ALBERDI,-34.436785,-61.811910
09/2018,"Larga Distancia","Gral. Pico",VACCAREZZA,-35.034586,-60.277388
09/2018,"Larga Distancia","Gral. Pico","TRENQUE LAUQUEN",-35.967386,-62.737225
09/2018,"Larga Distancia","Gral. Pico",SUIPACHA,-34.773295,-59.690456
09/2018,"Larga Distancia","Gral. Pico","QUEMU QUEMU",-36.053056,-63.562397
09/2018,"Larga Distancia","Gral. Pico",PEHUAJO,-35.815583,-61.893882
09/2018,"Larga Distancia","Gral. Pico",ONCE,-34.608591,-58.407559
09/2018,"Larga Distancia","Gral. Pico",MERCEDES,-34.657759,-59.432435
09/2018,"Larga Distancia","Gral. Pico",MECHITA,-35.066170,-60.406708
09/2018,"Larga Distancia","Gral. Pico",LUJÁN,-34.577755,-59.105294
09/2018,"Larga Distancia","Gral. Pico","GRAL PICO",-35.661172,-63.750718
09/2018,"Larga Distancia","Gral. Pico",CHIVILCOY,-34.917260,-59.995964
09/2018,"Larga Distancia","Gral. Pico",CATRILO,-36.410697,-63.421015
09/2018,"Larga Distancia","Gral. Pico","CASLOS CASARES",-35.629341,-61.362862
09/2018,"Larga Distancia","Gral. Pico",BRAGADO,-35.119024,-60.477999
09/2018,"Larga Distancia","Gral. Pico","9 DE JULIO",-35.454150,-60.876473
09/2018,"Larga Distancia",Córdoba,ZARATE,-34.097758,-59.037871
09/2018,"Larga Distancia",Córdoba,"VILLA MARÍA",-32.412590,-63.244737
09/2018,"Larga Distancia",Córdoba,"SAN PEDRO",-33.694459,-59.682807
09/2018,"Larga Distancia",Córdoba,"SAN NICOLAS",-33.344233,-60.226428
09/2018,"Larga Distancia",Córdoba,"ROSARIO SUR",-33.009153,-60.650379
09/2018,"Larga Distancia",Córdoba,"ROSARIO NORTE",-32.930534,-60.656259
09/2018,"Larga Distancia",Córdoba,RETIRO,-34.591178,-58.375857
09/2018,"Larga Distancia",Córdoba,RAMALLO,-33.501759,-60.067993
09/2018,"Larga Distancia",Córdoba,CORDOBA,-31.420052,-64.175018
09/2018,"Larga Distancia",Córdoba,"CAÑADA DE GOMEZ",-32.822300,-61.395175
09/2018,"Larga Distancia",Córdoba,CAMPANA,-34.156744,-58.958572
09/2018,"Belgrano Sur","Pte Alsina","VILLA FIORITO",-34.705378,-58.440921
09/2018,"Belgrano Sur","Pte Alsina","VILLA DIAMANTE",-34.681744,-58.428329
09/2018,"Belgrano Sur","Pte Alsina","VILLA CARAZA",-34.698003,-58.429064
09/2018,"Belgrano Sur","Pte Alsina","PUENTE ALSINA",-34.661461,-58.414587
09/2018,"Belgrano Sur","Pte Alsina","LA SALADA",-34.718807,-58.472713
09/2018,"Belgrano Sur","Pte Alsina","ING. BUDGE",-34.718663,-58.462151
09/2018,"Belgrano Sur","Pte Alsina","APEADERO KM 12",-34.710058,-58.505926
09/2018,"Belgrano Sur","Pte Alsina","ALDO BONZI",-34.711196,-58.516022
09/2018,"Belgrano Sur","M.C.G. Belgrano","VILLA SOLDATI",-34.662201,-58.440897
09/2018,"Belgrano Sur","M.C.G. Belgrano","VILLA MADERO",-34.684097,-58.492536
09/2018,"Belgrano Sur","M.C.G. Belgrano","VILLA LUGANO",-34.67713,-58.476969
09/2018,"Belgrano Sur","M.C.G. Belgrano",TAPIALES,-34.702529,-58.511537
09/2018,"Belgrano Sur","M.C.G. Belgrano","SANCHEZ DE MENDEVILLE",-34.712446,-58.523873
09/2018,"Belgrano Sur","M.C.G. Belgrano","RAFAEL CASTILLO",-34.699696,-58.626193
09/2018,"Belgrano Sur","M.C.G. Belgrano","PRESIDENTE ILLIA",-34.666055,-58.450028
09/2018,"Belgrano Sur","M.C.G. Belgrano","MERLO GOMEZ",-34.696988,-58.647776
09/2018,"Belgrano Sur","M.C.G. Belgrano","MARINOS DEL FOURNIER",-34.690177,-58.507629
09/2018,"Belgrano Sur","M.C.G. Belgrano","MARINOS C. G BELGRANO",-34.708761,-58.730901
09/2018,"Belgrano Sur","M.C.G. Belgrano",LIBERTAD,-34.692230,-58.685756
09/2018,"Belgrano Sur","M.C.G. Belgrano","JUSTO VILLEGAS",-34.708965,-58.551939
09/2018,"Belgrano Sur","M.C.G. Belgrano","JOSÉ INGENIEROS",-34.710762,-58.537256
09/2018,"Belgrano Sur","M.C.G. Belgrano","ISIDRO CASANOVA",-34.704546,-58.587342
09/2018,"Belgrano Sur","M.C.G. Belgrano","DR SÁENZ",-34.648338,-58.419355
09/2018,"Belgrano Sur","M.C.G. Belgrano","ALDO BONZI",-34.710706,-58.514348
09/2018,"Belgrano Sur","Gonzalez Catán","VILLA SOLDATI",-34.662201,-58.440897
09/2018,"Belgrano Sur","Gonzalez Catán","VILLA MADERO",-34.684097,-58.492536
09/2018,"Belgrano Sur","Gonzalez Catán","VILLA LUGANO",-34.67713,-58.476969
09/2018,"Belgrano Sur","Gonzalez Catán",TAPIALES,-34.702529,-58.511537
09/2018,"Belgrano Sur","Gonzalez Catán",QUERANDÍ,-34.722368,-58.530727
09/2018,"Belgrano Sur","Gonzalez Catán","PRESIDENTE ILLIA",-34.666055,-58.450028
09/2018,"Belgrano Sur","Gonzalez Catán","MARINOS DEL FOURNIER",-34.690177,-58.507629
09/2018,"Belgrano Sur","Gonzalez Catán","MARÍA EVA DUARTE",-34.755959,-58.600184
09/2018,"Belgrano Sur","Gonzalez Catán",LAFERRERE,-34.750752,-58.584433
09/2018,"Belgrano Sur","Gonzalez Catán","INGENIERO CASTELLO",-34.710541,-58.506352
09/2018,"Belgrano Sur","Gonzalez Catán",INDEPENDENCIA,-34.760798,-58.617341
09/2018,"Belgrano Sur","Gonzalez Catán","GONZÁLEZ CATÁN",-34.770270,-58.644908
09/2018,"Belgrano Sur","Gonzalez Catán","DR SÁENZ",-34.648338,-58.419355
09/2018,"Belgrano Sur","Apeadero Km 12","VILLA FIORITO",-34.705378,-58.440921
09/2018,"Belgrano Sur","Apeadero Km 12","VILLA DIAMANTE",-34.681744,-58.428329
09/2018,"Belgrano Sur","Apeadero Km 12","VILLA CARAZA",-34.698003,-58.429064
09/2018,"Belgrano Sur","Apeadero Km 12","SANCHEZ DE MENDEVILLE",-34.712277,-58.525389
09/2018,"Belgrano Sur","Apeadero Km 12","RAFAEL CASTILLO",-34.699447,-58.628133
09/2018,"Belgrano Sur","Apeadero Km 12","PUENTE ALSINA",-34.661461,-58.414587
09/2018,"Belgrano Sur","Apeadero Km 12","MERLO GOMEZ",-34.696802,-58.649287
09/2018,"Belgrano Sur","Apeadero Km 12","MARINOS C. G BELGRANO",-34.709270,-58.732051
09/2018,"Belgrano Sur","Apeadero Km 12",LIBERTAD,-34.692025,-58.687264
09/2018,"Belgrano Sur","Apeadero Km 12","LA SALADA",-34.718807,-58.472713
09/2018,"Belgrano Sur","Apeadero Km 12","JUSTO VILLEGAS",-34.708749,-58.553668
09/2018,"Belgrano Sur","Apeadero Km 12","JOSÉ INGENIEROS",-34.710547,-58.538982
09/2018,"Belgrano Sur","Apeadero Km 12","ISIDRO CASANOVA",-34.704326,-58.589069
09/2018,"Belgrano Sur","Apeadero Km 12","ING. BUDGE",-34.718663,-58.462151
09/2018,"Belgrano Sur","Apeadero Km 12","APEADERO KM 12",-34.710058,-58.505926
09/2018,"Belgrano Sur","Apeadero Km 12","ALDO BONZI",-34.711115,-58.516020
06/2017,Urquiza,Lemos,Tropezón,-34.591953,-58.559179
06/2017,Urquiza,Lemos,"Teniente Agneta",-34.5488,-58.678850
06/2017,Urquiza,Lemos,"Sargento Cabral",-34.537187,-58.694932
06/2017,Urquiza,Lemos,"Sargento Barrufaldi",-34.562450,-58.660275
06/2017,Urquiza,Lemos,"Rubén Darío",-34.587484,-58.631454
06/2017,Urquiza,Lemos,"Pedro Arata",-34.592420,-58.474807
06/2017,Urquiza,Lemos,"Pablo Podestá",-34.588320,-58.608154
06/2017,Urquiza,Lemos,"Martín Coronado",-34.588979,-58.590732
06/2017,Urquiza,Lemos,Lourdes,-34.593833,-58.546748
06/2017,Urquiza,Lemos,"Juan B. de La Salle",-34.573531,-58.645364
06/2017,Urquiza,Lemos,"José María Bosch",-34.590027,-58.571826
06/2017,Urquiza,Lemos,"José Artigas",-34.590031,-58.466273
06/2017,Urquiza,Lemos,"Jorge Newbery",-34.587821,-58.621874
06/2017,Urquiza,Lemos,"General Lemos",-34.532911,-58.700836
06/2017,Urquiza,Lemos,"Fernández Moreno",-34.595587,-58.535161
06/2017,Urquiza,Lemos,"Federico Lacroze",-34.586715,-58.455586
06/2017,Urquiza,Lemos,"El Libertador",-34.594331,-58.502336
06/2017,Urquiza,Lemos,"Ejército de los Andes",-34.579816,-58.640471
06/2017,Urquiza,Lemos,"Dr. Francisco Beiró",-34.593146,-58.494176
06/2017,Urquiza,Lemos,"Coronel F. Lynch",-34.597257,-58.524007
06/2017,Urquiza,Lemos,"Capitán Lozano",-34.555573,-58.669500
06/2017,Urquiza,Lemos,"Campo de Mayo",-34.543701,-58.685902
06/2017,Urquiza,Lemos,"Antonio Devoto",-34.595597,-58.510477
06/2017,"Tren de la Costa","Tren de la Costa","San Isidro R",-34.465535,-58.507941
06/2017,"Tren de la Costa","Tren de la Costa","San Fernando R",-34.437536,-58.553991
06/2017,"Tren de la Costa","Tren de la Costa","Punta Chica",-34.450658,-58.523698
06/2017,"Tren de la Costa","Tren de la Costa","Marina Nueva",-34.444552,-58.539051
06/2017,"Tren de la Costa","Tren de la Costa",Maipú,-34.513663,-58.488105
06/2017,"Tren de la Costa","Tren de la Costa",Libertador,-34.501485,-58.481851
06/2017,"Tren de la Costa","Tren de la Costa","Las Barrancas",-34.472213,-58.493421
06/2017,"Tren de la Costa","Tren de la Costa","Juan Anchorena",-34.488931,-58.481222
06/2017,"Tren de la Costa","Tren de la Costa",Delta,-34.418657,-58.576697
06/2017,"Tren de la Costa","Tren de la Costa","Canal San Fernando",-34.429911,-58.562921
06/2017,"Tren de la Costa","Tren de la Costa",Borges,-34.508463,-58.484734
06/2017,Sarmiento,Moreno,"Villa Luro",-34.636249,-58.502131
06/2017,Sarmiento,Moreno,"S.A. de Padua",-34.665425,-58.697997
06/2017,Sarmiento,Moreno,"Ramos Mejía",-34.640384,-58.563947
06/2017,Sarmiento,Moreno,"Paso del Rey",-34.658266,-58.761941
06/2017,Sarmiento,Moreno,Once,-34.608591,-58.407559
