mes,linea,ramal,estacion,latitud,longitud
11/2018,Mitre,Suárez,L.M.Drago,-34.568417,-58.478991
11/2018,Mitre,Suárez,"J.L. Suárez",-34.534848,-58.575847
11/2018,Mitre,Suárez,"General Urquiza",-34.574712,-58.487839
11/2018,Mitre,Suárez,Colegiales,-34.572974,-58.448253
11/2018,Mitre,Suárez,Chilavert,-34.542232,-58.566917
11/2018,Mitre,Suárez,"Belgrano R",-34.568050,-58.461808
11/2018,Mitre,Suárez,"3 de Febrero",-34.571748,-58.424982
11/2018,Mitre,Mitre,Saavedra,-34.554073,-58.487063
11/2018,Mitre,Mitre,Retiro,-34.590703,-58.374880
11/2018,Mitre,Mitre,Mitre,-34.515175,-58.489360
11/2018,Mitre,Mitre,"Ministro Carranza",-34.575273,-58.433744
11/2018,Mitre,Mitre,"Juan B. Justo",-34.542550,-58.494657
11/2018,Mitre,Mitre,Florida,-34.530474,-58.494456
11/2018,Mitre,Mitre,"Dr. Cetrángolo",-34.523088,-58.49413
11/2018,Mitre,Mitre,Colegiales,-34.572974,-58.448253
11/2018,Mitre,Mitre,Coghlan,-34.565260,-58.475348
11/2018,Mitre,Mitre,"Belgrano R",-34.568050,-58.461808
11/2018,Mitre,Mitre,"3 de Febrero",-34.571748,-58.424982
11/2018,Mitre,"Capilla del Señor",Zelaya,-34.370187,-58.869156
11/2018,Mitre,"Capilla del Señor",Victoria,-34.456491,-58.540489
11/2018,Mitre,"Capilla del Señor",Matheu,-34.382860,-58.829650
11/2018,Mitre,"Capilla del Señor","Maq. Savio",-34.406913,-58.771933
11/2018,Mitre,"Capilla del Señor","Los Cardales",-34.330977,-58.987203
11/2018,Mitre,"Capilla del Señor","Lopez Camelo",-34.447179,-58.676828
11/2018,Mitre,"Capilla del Señor",Garin,-34.421623,-58.736540
11/2018,Mitre,"Capilla del Señor","El Talar",-34.462964,-58.645619
11/2018,Mitre,"Capilla del Señor","Dr. A. Schweitzer",-34.471097,-58.572383
11/2018,Mitre,"Capilla del Señor","Capilla del Señor",-34.287138,-59.101585
11/2018,"Larga Distancia",Tucumán,Zarate,-34.097911,-59.037755
11/2018,"Larga Distancia",Tucumán,Tucumán,-26.819074,-65.210717
11/2018,"Larga Distancia",Tucumán,"San Pedro",-33.694564,-59.682631
11/2018,"Larga Distancia",Tucumán,"San Nicolas",-33.344348,-60.226263
11/2018,"Larga Distancia",Tucumán,"Rosario Sur",-33.009311,-60.650274
11/2018,"Larga Distancia",Tucumán,"Rosario Norte",-32.930553,-60.657347
11/2018,"Larga Distancia",Tucumán,Retiro,-34.591178,-58.375857
11/2018,"Larga Distancia",Tucumán,Ramallo,-33.501877,-60.067829
11/2018,"Larga Distancia",Tucumán,Rafaela,-31.249187,-61.476577
11/2018,"Larga Distancia",Tucumán,Pinto,-29.143580,-62.657824
11/2018,"Larga Distancia",Tucumán,"La Banda",-27.732755,-64.239517
11/2018,"Larga Distancia",Tucumán,Gálvez,-32.033331,-61.222762
11/2018,"Larga Distancia",Tucumán,"Colonia Dora",-28.604172,-62.951999
11/2018,"Larga Distancia",Tucumán,Ceres,-29.88208,-61.946638
11/2018,"Larga Distancia",Tucumán,Campana,-34.156759,-58.958356
11/2018,"Larga Distancia","Rosario Norte",Zarate,-34.097758,-59.037871
11/2018,"Larga Distancia","Rosario Norte","San Pedro",-33.694459,-59.682807
11/2018,"Larga Distancia","Rosario Norte","San Nicolas",-33.344233,-60.226428
11/2018,"Larga Distancia","Rosario Norte","Rosario Sur",-33.009153,-60.650379
11/2018,"Larga Distancia","Rosario Norte","Rosario Norte",-32.929965,-60.657781
11/2018,"Larga Distancia","Rosario Norte",Retiro,-34.591178,-58.375857
11/2018,"Larga Distancia","Rosario Norte",Ramallo,-33.501759,-60.067993
11/2018,"Larga Distancia","Rosario Norte","Empalme Villa Constitucion",-33.260488,-60.383433
11/2018,"Larga Distancia","Rosario Norte",Campana,-34.156744,-58.958572
11/2018,"Larga Distancia","Mar del Plata",Vivorata,-37.671167,-57.667246
11/2018,"Larga Distancia","Mar del Plata",Temperley,-34.775924,-58.396357
11/2018,"Larga Distancia","Mar del Plata",Sevigne,-36.205769,-57.740589
11/2018,"Larga Distancia","Mar del Plata",Parravacini,-36.460516,-57.759720
11/2018,"Larga Distancia","Mar del Plata",Monasterio,-35.764797,-57.922746
11/2018,"Larga Distancia","Mar del Plata","Mar del Plata",-37.987507,-57.566627
11/2018,"Larga Distancia","Mar del Plata",Maipú,-36.865860,-57.890414
11/2018,"Larga Distancia","Mar del Plata",Lezama,-35.875867,-57.894313
11/2018,"Larga Distancia","Mar del Plata","Las Armas",-37.091918,-57.831039
11/2018,"Larga Distancia","Mar del Plata",Jeppener,-35.278365,-58.198035
11/2018,"Larga Distancia","Mar del Plata",Guerrero,-35.973219,-57.849446
11/2018,"Larga Distancia","Mar del Plata","Gral Piran",-37.282462,-57.777233
11/2018,"Larga Distancia","Mar del Plata","Gral Guido",-36.659681,-57.791615
11/2018,"Larga Distancia","Mar del Plata",Gandara,-35.450899,-58.093010
11/2018,"Larga Distancia","Mar del Plata",Doomselar,-35.070579,-58.290181
11/2018,"Larga Distancia","Mar del Plata",Dolores,-36.305645,-57.688487
11/2018,"Larga Distancia","Mar del Plata",Constitución,-34.630170,-58.380583
11/2018,"Larga Distancia","Mar del Plata",Cobo,-37.808713,-57.628176
11/2018,"Larga Distancia","Mar del Plata","Cnel Vidal",-37.460932,-57.726724
11/2018,"Larga Distancia","Mar del Plata","Cnel Brandsen",-35.168719,-58.231462
11/2018,"Larga Distancia","Mar del Plata",Chascomus,-35.580511,-57.981458
11/2018,"Larga Distancia","Mar del Plata",Castelli,-36.095508,-57.808929
11/2018,"Larga Distancia","Mar del Plata",Camet,-37.897672,-57.602821
11/2018,"Larga Distancia","Mar del Plata",Altamirano,-35.362120,-58.150592
11/2018,"Larga Distancia","Mar del Plata","Alejandro Korn",-34.981487,-58.373694
11/2018,"Larga Distancia","Mar del Plata",Adela,-35.685520,-57.954189
11/2018,"Larga Distancia",Lezama,Temperley,,
11/2018,"Larga Distancia",Lezama,Monasterio,,
11/2018,"Larga Distancia",Lezama,Lezama,,
11/2018,"Larga Distancia",Lezama,Jeppener,,
11/2018,"Larga Distancia",Lezama,Gandara,,
11/2018,"Larga Distancia",Lezama,Doomselar,,
11/2018,"Larga Distancia",Lezama,Constitución,,
11/2018,"Larga Distancia",Lezama,"Cnel Brandsen",,
11/2018,"Larga Distancia",Lezama,Chascomus,,
11/2018,"Larga Distancia",Lezama,Altamirano,,
11/2018,"Larga Distancia",Lezama,"Alejandro Korn",,
11/2018,"Larga Distancia",Lezama,Adela,,
11/2018,"Larga Distancia","Larga Distancia",Vedia,-34.488786,-61.538430
11/2018,"Larga Distancia","Larga Distancia",Tornquist,-38.101881,-62.229299
11/2018,"Larga Distancia","Larga Distancia",Saavedra,-37.763817,-62.351680
11/2018,"Larga Distancia","Larga Distancia",Rufino,-34.260532,-62.710772
11/2018,"Larga Distancia","Larga Distancia",Retiro,-34.589130,-58.373620
11/2018,"Larga Distancia","Larga Distancia",Rawson,-34.610460,-60.067463
11/2018,"Larga Distancia","Larga Distancia",Pigué,-37.601132,-62.411445
11/2018,"Larga Distancia","Larga Distancia",Olavarría,-36.898180,-60.316576
11/2018,"Larga Distancia","Larga Distancia",Monte,-35.436653,-58.817665
11/2018,"Larga Distancia","Larga Distancia","Mercedes C",-34.656678,-59.444000
11/2018,"Larga Distancia","Larga Distancia","Las Flores",-36.025894,-59.097046
11/2018,"Larga Distancia","Larga Distancia",Junín,-34.584193,-60.949734
11/2018,"Larga Distancia","Larga Distancia","Gral Lamadrid",-37.250640,-61.258268
11/2018,"Larga Distancia","Larga Distancia",Franklin,-34.610146,-59.630018
11/2018,"Larga Distancia","Larga Distancia","Coronel Suárez",-37.460659,-61.931935
11/2018,"Larga Distancia","Larga Distancia",Constitución,-34.630170,-58.380583
11/2018,"Larga Distancia","Larga Distancia",Chacabuco,-34.629698,-60.470114
11/2018,"Larga Distancia","Larga Distancia",Castilla,-34.610437,-59.897433
11/2018,"Larga Distancia","Larga Distancia",Cabred,-34.487728,-59.075473
11/2018,"Larga Distancia","Larga Distancia","Bahía Blanca",-38.723200,-62.254453
11/2018,"Larga Distancia","Larga Distancia",Azul,-36.785861,-59.852828
11/2018,"Larga Distancia","Larga Distancia",Alberdi,-34.436785,-61.811910
11/2018,"Larga Distancia","Gral. Pico",Vaccarezza,-35.034586,-60.277388
11/2018,"Larga Distancia","Gral. Pico","Trenque Lauquen",-35.967386,-62.737225
11/2018,"Larga Distancia","Gral. Pico",Suipacha,-34.773295,-59.690456
11/2018,"Larga Distancia","Gral. Pico","Quemu Quemu",-36.053056,-63.562397
11/2018,"Larga Distancia","Gral. Pico",Pehuajo,-35.815583,-61.893882
11/2018,"Larga Distancia","Gral. Pico",Once,-34.608591,-58.407559
11/2018,"Larga Distancia","Gral. Pico",Mercedes,-34.657759,-59.432435
11/2018,"Larga Distancia","Gral. Pico",Mechita,-35.066170,-60.406708
11/2018,"Larga Distancia","Gral. Pico",Luján,-34.577755,-59.105294
11/2018,"Larga Distancia","Gral. Pico","Gral Pico",-35.661172,-63.750718
11/2018,"Larga Distancia","Gral. Pico",Chivilcoy,-34.917260,-59.995964
11/2018,"Larga Distancia","Gral. Pico",Catrilo,-36.410697,-63.421015
11/2018,"Larga Distancia","Gral. Pico","Caslos Casares",-35.629341,-61.362862
11/2018,"Larga Distancia","Gral. Pico",Bragado,-35.119024,-60.477999
11/2018,"Larga Distancia","Gral. Pico","9 de Julio",-35.454150,-60.876473
11/2018,"Larga Distancia",Córdoba,Zarate,-34.097758,-59.037871
11/2018,"Larga Distancia",Córdoba,"Villa María",-32.412590,-63.244737
11/2018,"Larga Distancia",Córdoba,"San Pedro",-33.694459,-59.682807
11/2018,"Larga Distancia",Córdoba,"San Nicolas",-33.344233,-60.226428
11/2018,"Larga Distancia",Córdoba,"Rosario Sur",-33.009153,-60.650379
11/2018,"Larga Distancia",Córdoba,"Rosario Norte",-32.930534,-60.656259
11/2018,"Larga Distancia",Córdoba,Retiro,-34.591178,-58.375857
11/2018,"Larga Distancia",Córdoba,Ramallo,-33.501759,-60.067993
11/2018,"Larga Distancia",Córdoba,Cordoba,-31.420052,-64.175018
11/2018,"Larga Distancia",Córdoba,"Cañada de Gomez",-32.822300,-61.395175
11/2018,"Larga Distancia",Córdoba,Campana,-34.156744,-58.958572
11/2018,"Larga Distancia",Córdoba,"Bel Ville",-32.611982,-62.694062
11/2018,"Belgrano Sur","Pte Alsina","Villa Fiorito",-34.705378,-58.440921
11/2018,"Belgrano Sur","Pte Alsina","Villa Diamante",-34.681744,-58.428329
11/2018,"Belgrano Sur","Pte Alsina","Villa Caraza",-34.698003,-58.429064
11/2018,"Belgrano Sur","Pte Alsina","Puente Alsina",-34.661461,-58.414587
11/2018,"Belgrano Sur","Pte Alsina","La Salada",-34.718807,-58.472713
11/2018,"Belgrano Sur","Pte Alsina","Ing. Budge",-34.718663,-58.462151
11/2018,"Belgrano Sur","Pte Alsina","Apeadero Km 12",-34.710058,-58.505926
11/2018,"Belgrano Sur","Pte Alsina","Aldo Bonzi",-34.711196,-58.516022
11/2018,"Belgrano Sur","M.C.G. Belgrano","Villa Soldati",-34.662201,-58.440897
11/2018,"Belgrano Sur","M.C.G. Belgrano","Villa Madero",-34.684097,-58.492536
11/2018,"Belgrano Sur","M.C.G. Belgrano","Villa Lugano",-34.67713,-58.476969
11/2018,"Belgrano Sur","M.C.G. Belgrano",Tapiales,-34.702529,-58.511537
11/2018,"Belgrano Sur","M.C.G. Belgrano","Sanchez de Mendeville",-34.712446,-58.523873
11/2018,"Belgrano Sur","M.C.G. Belgrano","Rafael Castillo",-34.699696,-58.626193
11/2018,"Belgrano Sur","M.C.G. Belgrano","Presidente Illia",-34.666055,-58.450028
11/2018,"Belgrano Sur","M.C.G. Belgrano","Merlo Gomez",-34.696988,-58.647776
11/2018,"Belgrano Sur","M.C.G. Belgrano","Marinos del Fournier",-34.690177,-58.507629
11/2018,"Belgrano Sur","M.C.G. Belgrano","Marinos C. G Belgrano",-34.708761,-58.730901
11/2018,"Belgrano Sur","M.C.G. Belgrano",Libertad,-34.692230,-58.685756
11/2018,"Belgrano Sur","M.C.G. Belgrano","Justo Villegas",-34.708965,-58.551939
11/2018,"Belgrano Sur","M.C.G. Belgrano","José Ingenieros",-34.710762,-58.537256
11/2018,"Belgrano Sur","M.C.G. Belgrano","Isidro Casanova",-34.704546,-58.587342
11/2018,"Belgrano Sur","M.C.G. Belgrano","Dr Sáenz",-34.648338,-58.419355
11/2018,"Belgrano Sur","M.C.G. Belgrano","Aldo Bonzi",-34.710706,-58.514348
11/2018,"Belgrano Sur","Gonzalez Catán","Villa Soldati",-34.662201,-58.440897
11/2018,"Belgrano Sur","Gonzalez Catán","Villa Madero",-34.684097,-58.492536
11/2018,"Belgrano Sur","Gonzalez Catán","Villa Lugano",-34.67713,-58.476969
11/2018,"Belgrano Sur","Gonzalez Catán",Tapiales,-34.702529,-58.511537
11/2018,"Belgrano Sur","Gonzalez Catán",Querandí,-34.722368,-58.530727
11/2018,"Belgrano Sur","Gonzalez Catán","Presidente Illia",-34.666055,-58.450028
11/2018,"Belgrano Sur","Gonzalez Catán","Marinos del Fournier",-34.690177,-58.507629
11/2018,"Belgrano Sur","Gonzalez Catán","María Eva Duarte",-34.755959,-58.600184
11/2018,"Belgrano Sur","Gonzalez Catán",Laferrere,-34.750752,-58.584433
11/2018,"Belgrano Sur","Gonzalez Catán","Ingeniero Castello",-34.710541,-58.506352
11/2018,"Belgrano Sur","Gonzalez Catán",Independencia,-34.760798,-58.617341
11/2018,"Belgrano Sur","Gonzalez Catán","González Catán",-34.770270,-58.644908
11/2018,"Belgrano Sur","Gonzalez Catán","Dr Sáenz",-34.648338,-58.419355
11/2018,"Belgrano Sur","Apeadero Km 12","Villa Fiorito",-34.705378,-58.440921
11/2018,"Belgrano Sur","Apeadero Km 12","Villa Diamante",-34.681744,-58.428329
11/2018,"Belgrano Sur","Apeadero Km 12","Villa Caraza",-34.698003,-58.429064
11/2018,"Belgrano Sur","Apeadero Km 12","Sanchez de Mendeville",-34.712277,-58.525389
11/2018,"Belgrano Sur","Apeadero Km 12","Rafael Castillo",-34.699447,-58.628133
11/2018,"Belgrano Sur","Apeadero Km 12","Puente Alsina",-34.661461,-58.414587
11/2018,"Belgrano Sur","Apeadero Km 12","Merlo Gomez",-34.696802,-58.649287
11/2018,"Belgrano Sur","Apeadero Km 12","Marinos C. G Belgrano",-34.709270,-58.732051
11/2018,"Belgrano Sur","Apeadero Km 12",Libertad,-34.692025,-58.687264
11/2018,"Belgrano Sur","Apeadero Km 12","La Salada",-34.718807,-58.472713
11/2018,"Belgrano Sur","Apeadero Km 12","Justo Villegas",-34.708749,-58.553668
11/2018,"Belgrano Sur","Apeadero Km 12","José Ingenieros",-34.710547,-58.538982
11/2018,"Belgrano Sur","Apeadero Km 12","Isidro Casanova",-34.704326,-58.589069
11/2018,"Belgrano Sur","Apeadero Km 12","Ing. Budge",-34.718663,-58.462151
11/2018,"Belgrano Sur","Apeadero Km 12","Apeadero Km 12",-34.710058,-58.505926
11/2018,"Belgrano Sur","Apeadero Km 12","Aldo Bonzi",-34.711115,-58.516020
10/2018,Urquiza,Lemos,Tropezón,-34.591953,-58.559179
10/2018,Urquiza,Lemos,"Teniente Agneta",-34.5488,-58.678850
10/2018,Urquiza,Lemos,"Sargento Cabral",-34.537187,-58.694932
10/2018,Urquiza,Lemos,"Sargento Barrufaldi",-34.562450,-58.660275
10/2018,Urquiza,Lemos,"Rubén Darío",-34.587484,-58.631454
10/2018,Urquiza,Lemos,"Pedro Arata",-34.592420,-58.474807
10/2018,Urquiza,Lemos,"Pablo Podestá",-34.588320,-58.608154
10/2018,Urquiza,Lemos,"Martín Coronado",-34.588979,-58.590732
10/2018,Urquiza,Lemos,Lourdes,-34.593833,-58.546748
10/2018,Urquiza,Lemos,"Juan B. de La Salle",-34.573531,-58.645364
10/2018,Urquiza,Lemos,"José María Bosch",-34.590027,-58.571826
10/2018,Urquiza,Lemos,"José Artigas",-34.590031,-58.466273
10/2018,Urquiza,Lemos,"Jorge Newbery",-34.587821,-58.621874
10/2018,Urquiza,Lemos,"General Lemos",-34.532911,-58.700836
10/2018,Urquiza,Lemos,"Fernández Moreno",-34.595587,-58.535161
10/2018,Urquiza,Lemos,"Federico Lacroze",-34.586715,-58.455586
10/2018,Urquiza,Lemos,"El Libertador",-34.594331,-58.502336
10/2018,Urquiza,Lemos,"Ejército de los Andes",-34.579816,-58.640471
10/2018,Urquiza,Lemos,"Dr. Francisco Beiró",-34.593146,-58.494176
10/2018,Urquiza,Lemos,"Coronel F. Lynch",-34.597257,-58.524007
10/2018,Urquiza,Lemos,"Capitán Lozano",-34.555573,-58.669500
10/2018,Urquiza,Lemos,"Campo de Mayo",-34.543701,-58.685902
10/2018,Urquiza,Lemos,"Antonio Devoto",-34.595597,-58.510477
10/2018,"Trenes del Interior",Resistencia,Tapenaga,-27.565176,-59.661873
10/2018,"Trenes del Interior",Resistencia,Resistencia,,
10/2018,"Trenes del Interior",Resistencia,"Los Amores",-28.101568,-59.980448
10/2018,"Trenes del Interior",Resistencia,"La Vicuña",-27.977519,-59.978320
10/2018,"Trenes del Interior",Resistencia,"La Sabana",-27.870767,-59.938856
10/2018,"Trenes del Interior",Resistencia,"Gral. Obligado",-27.410850,-59.418957
10/2018,"Trenes del Interior",Resistencia,"Gral. Dónovan",-27.385383,-59.109631
10/2018,"Trenes del Interior",Resistencia,"Fortín Cardozo",-27.408981,-59.233644
10/2018,"Trenes del Interior",Resistencia,"Desvío Km 535",-27.396555,-59.177717
10/2018,"Trenes del Interior",Resistencia,"Desvío Km 523",-27.413635,-59.288140
10/2018,"Trenes del Interior",Resistencia,"Desvío Km 519",-27.412629,-59.336663
10/2018,"Trenes del Interior",Resistencia,"Desvío Km 474",-27.585248,-59.708440
10/2018,"Trenes del Interior",Resistencia,"Desvío Km 433",-27.774982,-59.906012
10/2018,"Trenes del Interior",Resistencia,"Cote Lai",-27.527297,-59.574233
10/2018,"Trenes del Interior",Resistencia,Charadai,-27.650711,-59.860609
10/2018,"Trenes del Interior",Resistencia,Cacuí,-27.415290,-59.045165
10/2018,"Trenes del Interior",Resistencia,"Ap. Km 501",-27.458379,-59.491258
10/2018,"Trenes del Interior",Resistencia,"Ap. Alberdi",-27.454849,-58.991095
10/2018,"Trenes del Interior",Regionales,Salta,-24.777112,-65.411309
10/2018,"Trenes del Interior",Regionales,Mojotoro,-24.709389,-65.286566
10/2018,"Trenes del Interior",Regionales,"General Güemes",-24.672938,-65.044087
10/2018,"Trenes del Interior",Regionales,"El Bordo",-24.664116,-65.101899
10/2018,"Trenes del Interior",Regionales,Betania,-24.684619,-65.148257
10/2018,"Trenes del Interior",Regionales,"Batalla de Salta",-24.741228,-65.396065
10/2018,"Trenes del Interior","Puerto Vilelas","SILVANO DANTE",-27.469680,-58.974344
10/2018,"Trenes del Interior","Puerto Vilelas",SAUCE,-27.488230,-58.953367
10/2018,"Trenes del Interior","Puerto Vilelas",SARMIENTO,-27.421170,-59.035217
10/2018,"Trenes del Interior","Puerto Vilelas","San Martín",-27.459504,-58.985833
10/2018,"Trenes del Interior","Puerto Vilelas","S.D. CORDOBA",-27.431941,-59.017022
10/2018,"Trenes del Interior","Puerto Vilelas","Resistencia ",-27.464326,-58.980367
10/2018,"Trenes del Interior","Puerto Vilelas","PUERTO VILELAS",-27.512990,-58.941164
10/2018,"Trenes del Interior","Puerto Vilelas","PUERTO TIROL",-27.373950,-59.089248
10/2018,"Trenes del Interior","Puerto Vilelas",MOSCONI,-27.500041,-58.939989
10/2018,"Trenes del Interior","Puerto Vilelas","LOS AROMOS",-27.383763,-59.091366
10/2018,"Trenes del Interior","Puerto Vilelas",HERNANDARIAS,-27.448455,-58.998337
10/2018,"Trenes del Interior","Puerto Vilelas",GUSBERTI,-27.479847,-58.962854
10/2018,"Trenes del Interior","Puerto Vilelas","General Güemes",-27.424359,-59.029403
10/2018,"Trenes del Interior","Puerto Vilelas","FRAY ROSSI",-27.443625,-59.003798
10/2018,"Trenes del Interior","Puerto Vilelas","CQUE. PELAYO",-27.426973,-59.023635
10/2018,"Trenes del Interior","Puerto Vilelas",COCOMAROLA,-27.477053,-58.966015
10/2018,"Trenes del Interior","Puerto Vilelas","CALLE 11",-27.440325,-59.007532
10/2018,"Trenes del Interior","Puerto Vilelas",Cacuí,-27.415421,-59.044869
10/2018,"Trenes del Interior","Puerto Vilelas",BRASIL,-27.417402,-59.040321
10/2018,"Trenes del Interior","Puerto Vilelas",BOUVIER,-27.475401,-58.967883
10/2018,"Trenes del Interior","Puerto Vilelas",BELGRANO,-27.451756,-58.994600
10/2018,"Trenes del Interior","Puerto Vilelas",ANUNCIACION,-27.419519,-59.037082
10/2018,"Trenes del Interior","Puerto Vilelas",ALGARROBO,-27.491404,-58.949769
10/2018,"Trenes del Interior","Puerto Vilelas",ALBERDI,-27.454933,-58.991001
10/2018,"Trenes del Interior","Puerto Vilelas",ABORIGEN,-27.389487,-59.084905
10/2018,"Trenes del Interior",Neuquén,"NQN Cargas",-38.955436,-68.164667
10/2018,"Trenes del Interior",Neuquén,Neuquen,-38.955961,-68.056860
10/2018,"Trenes del Interior",Neuquén,Cipolletti,-38.942032,-67.996028
10/2018,"Trenes del Interior","Entre Ríos","Ramón Parera",-31.752568,-60.448821
10/2018,"Trenes del Interior","Entre Ríos",Paraná,-31.742146,-60.532263
10/2018,"Trenes del Interior","Entre Ríos","La Picada",-31.725594,-60.293136
10/2018,"Trenes del Interior","Entre Ríos","Colonia Avellaneda",-31.756161,-60.409184
10/2018,"Trenes del Interior","Entre Ríos","Ap. Div de los andes",-31.764211,-60.516040
10/2018,"Trenes del Interior","Entre Ríos","Ap Salv. Caputto",-31.769652,-60.482942
10/2018,"Trenes del Interior","Entre Ríos","Ap Miguel David",-31.768517,-60.512554
10/2018,"Trenes del Interior","Entre Ríos","Ap Las Garzas",-31.773414,-60.504199
10/2018,"Trenes del Interior","Entre Ríos","Ap Gdor. Parera",-31.772039,-60.495354
10/2018,"Trenes del Interior","Entre Ríos","Ap Gdor. Maya",-31.751939,-60.454567
10/2018,"Trenes del Interior","Entre Ríos","Ap F. Ramirez",-31.758356,-60.520636
10/2018,"Trenes del Interior","Entre Ríos","Ap E. Berdúc",-31.727993,-60.303008
10/2018,"Trenes del Interior",Córdoba,"Villa María",-32.412450,-63.244872
10/2018,"Trenes del Interior",Córdoba,Toledo,-31.556189,-64.009488
10/2018,"Trenes del Interior",Córdoba,"Tio Pujio",-32.287932,-63.354898
10/2018,"Trenes del Interior",Córdoba,"Río Segundo",-31.653744,-63.910384
10/2018,"Trenes del Interior",Córdoba,Pilar,-31.682598,-63.88529
10/2018,"Trenes del Interior",Córdoba,Oncativo,-31.911760,-63.685212
10/2018,"Trenes del Interior",Córdoba,Oliva,-32.041476,-63.571509
10/2018,"Trenes del Interior",Córdoba,Manfredi,-31.842975,-63.745394
10/2018,"Trenes del Interior",Córdoba,"Laguna Larga",-31.777300,-63.802725
10/2018,"Trenes del Interior",Córdoba,"James Craik",-32.164472,-63.463593
10/2018,"Trenes del Interior",Córdoba,Córdoba,-31.420406,-64.174938
10/2018,"Trenes del Interior",Chorotis,Zuberbuhler,-27.715486,-61.36511
10/2018,"Trenes del Interior",Chorotis,"Venados Grandes",-27.816172,-61.382146
10/2018,"Trenes del Interior",Chorotis,"Roque Sáenz Peña",-26.794485,-60.441517
10/2018,"Trenes del Interior",Chorotis,"Pozo del Indio",-27.01282,-61.018319
10/2018,"Trenes del Interior",Chorotis,"Pampa del Cielo",-27.643335,-61.352920
10/2018,"Trenes del Interior",Chorotis,Napenay,-26.731725,-60.618859
10/2018,"Trenes del Interior",Chorotis,"Las Breñas",-27.089828,-61.084285
